date,btc_price
2023-11-05 00:00:00+00:00,35052.3549840592
2023-11-06 00:00:00+00:00,35021.74818063397
2023-11-07 00:00:00+00:00,34988.61520792628
2023-11-08 00:00:00+00:00,35403.590402382695
2023-11-09 00:00:00+00:00,36610.33036849668
2023-11-10 00:00:00+00:00,36936.77896666501
2023-11-11 00:00:00+00:00,37099.53564251823
2023-11-12 00:00:00+00:00,37093.51002555009
2023-11-13 00:00:00+00:00,36898.52424944698
2023-11-14 00:00:00+00:00,36242.07129421912
2023-11-15 00:00:00+00:00,36217.57237938389
2023-11-16 00:00:00+00:00,36992.10971217416
2023-11-17 00:00:00+00:00,36351.05885169268
2023-11-18 00:00:00+00:00,36508.24901239124
2023-11-19 00:00:00+00:00,36633.10595182447
2023-11-20 00:00:00+00:00,37323.07374156789
2023-11-21 00:00:00+00:00,37177.577838601246
2023-11-22 00:00:00+00:00,36625.94815809261
2023-11-23 00:00:00+00:00,37316.419506260885
2023-11-24 00:00:00+00:00,37622.7547951794
2023-11-25 00:00:00+00:00,37775.468950680806
2023-11-26 00:00:00+00:00,37613.51464409657
2023-11-27 00:00:00+00:00,37154.51630627381
2023-11-28 00:00:00+00:00,37438.94536509935
2023-11-29 00:00:00+00:00,37965.61844402819
2023-11-30 00:00:00+00:00,37787.8837889998
2023-12-01 00:00:00+00:00,38396.3870144765
2023-12-02 00:00:00+00:00,38897.0218987331
2023-12-03 00:00:00+00:00,39545.10607546367
2023-12-04 00:00:00+00:00,41386.418380769646
2023-12-05 00:00:00+00:00,42364.39048711272
2023-12-06 00:00:00+00:00,43884.945184118325
2023-12-07 00:00:00+00:00,43569.74304740082
2023-12-08 00:00:00+00:00,43637.83420951731
2023-12-09 00:00:00+00:00,44037.04872696558
2023-12-10 00:00:00+00:00,43825.63203508256
2023-12-11 00:00:00+00:00,42017.18145077975
2023-12-12 00:00:00+00:00,41520.69888287647
2023-12-13 00:00:00+00:00,41566.94415166353
2023-12-14 00:00:00+00:00,42859.44683692318
2023-12-15 00:00:00+00:00,42481.42603758607
2023-12-16 00:00:00+00:00,42260.66886094575
2023-12-17 00:00:00+00:00,41925.141137238206
2023-12-18 00:00:00+00:00,41362.76241191032
2023-12-19 00:00:00+00:00,42715.49156466437
2023-12-20 00:00:00+00:00,43145.62406028883
2023-12-21 00:00:00+00:00,43717.589855146914
2023-12-22 00:00:00+00:00,43811.59129931054
2023-12-23 00:00:00+00:00,43713.28484253134
2023-12-24 00:00:00+00:00,43656.43178702964
2023-12-25 00:00:00+00:00,43321.31354877279
2023-12-26 00:00:00+00:00,42728.53498869798
2023-12-27 00:00:00+00:00,42810.253563371385
2023-12-28 00:00:00+00:00,42956.42680743145
2023-12-29 00:00:00+00:00,42436.4489100069
2023-12-30 00:00:00+00:00,42100.084287314
2023-12-31 00:00:00+00:00,42429.77376013616
2024-01-01 00:00:00+00:00,42754.56988697976
2024-01-02 00:00:00+00:00,45238.75222878408
2024-01-03 00:00:00+00:00,43996.32452241811
2024-01-04 00:00:00+00:00,43468.071715984806
2024-01-05 00:00:00+00:00,43778.95784125684
2024-01-06 00:00:00+00:00,43850.62846583957
2024-01-07 00:00:00+00:00,44082.94267447208
2024-01-08 00:00:00+00:00,44791.5593202402
2024-01-09 00:00:00+00:00,46655.55443770224
2024-01-10 00:00:00+00:00,45827.08026340185
2024-01-11 00:00:00+00:00,46597.26086879749
2024-01-12 00:00:00+00:00,45180.53069488189
2024-01-13 00:00:00+00:00,42861.65065969789
2024-01-14 00:00:00+00:00,42782.271803856645
2024-01-15 00:00:00+00:00,42565.62943502979
2024-01-16 00:00:00+00:00,42900.27729265093
2024-01-17 00:00:00+00:00,42711.34491363164
2024-01-18 00:00:00+00:00,42238.36518566275
2024-01-19 00:00:00+00:00,41279.93304437824
2024-01-20 00:00:00+00:00,41592.307017568906
2024-01-21 00:00:00+00:00,41666.67895786728
2024-01-22 00:00:00+00:00,40755.18067572979
2024-01-23 00:00:00+00:00,39377.3102905996
2024-01-24 00:00:00+00:00,39899.23443982456
2024-01-25 00:00:00+00:00,39939.4679073435
2024-01-26 00:00:00+00:00,40871.64525789083
2024-01-27 00:00:00+00:00,41808.17497437742
2024-01-28 00:00:00+00:00,42252.86015314441
2024-01-29 00:00:00+00:00,42431.89288028296
2024-01-30 00:00:00+00:00,43418.39185126319
2024-01-31 00:00:00+00:00,42920.68213862702
2024-02-01 00:00:00+00:00,42421.48831258111
2024-02-02 00:00:00+00:00,43024.25131068908
2024-02-03 00:00:00+00:00,43088.41608642114
2024-02-04 00:00:00+00:00,42880.09776764826
2024-02-05 00:00:00+00:00,42752.22932854234
2024-02-06 00:00:00+00:00,42904.59387881691
2024-02-07 00:00:00+00:00,43205.03009524418
2024-02-08 00:00:00+00:00,44854.17345720267
2024-02-09 00:00:00+00:00,46730.52687447535
2024-02-10 00:00:00+00:00,47346.164168301264
2024-02-11 00:00:00+00:00,48140.073732599856
2024-02-12 00:00:00+00:00,48728.47026902655
2024-02-13 00:00:00+00:00,49630.84967519159
2024-02-14 00:00:00+00:00,50845.33704518669
2024-02-15 00:00:00+00:00,52100.40362613398
2024-02-16 00:00:00+00:00,52028.33322083661
2024-02-17 00:00:00+00:00,51656.5962125749
2024-02-18 00:00:00+00:00,51728.93572902028
2024-02-19 00:00:00+00:00,52115.56940540723
2024-02-20 00:00:00+00:00,51888.10719153224
2024-02-21 00:00:00+00:00,51474.83727185155
2024-02-22 00:00:00+00:00,51589.81123686188
2024-02-23 00:00:00+00:00,51092.48312624098
2024-02-24 00:00:00+00:00,51135.73569690649
2024-02-25 00:00:00+00:00,51626.336929997335
2024-02-26 00:00:00+00:00,52255.83419900204
2024-02-27 00:00:00+00:00,56400.79096349183
2024-02-28 00:00:00+00:00,59233.62781772161
2024-02-29 00:00:00+00:00,62155.0310244268
